id,realty_id,total_square_meters,rooms_count,floors_count,floor,price,price_item,district_id,is_commercial,agency_id,deleted_by,delete_reason,longitude,latitude,price_usd,price_eur,price_uah
realty-15888912,15888912,86,3,10,5,10000,116,15091,1,24288,cron,1,,,367,326,10 000
realty-15909139,15909139,50,2,8,3,8500,170,15088,1,24288,cron,1,,,312,277,8 500
realty-15598967,15598967,45,2,5,2,7000,156,15092,1,24288,cron,1,,,257,228,7 000
realty-16187803,16187803,61,2,9,3,350,6,15091,1,24288,cron,1,,,350,311,9 537
realty-12447429,12447429,64,2,6,4,7000,109,15092,1,24288,cron,1,24.03972973287621,49.88055748137061,257,228,7 000
realty-15757344,15757344,56,2,12,3,8500,152,15091,1,24288,cron,1,,,312,277,8 500
realty-15890915,15890915,72,2,9,1,8000,111,15088,1,24288,cron,1,,,294,261,8 000
realty-15598892,15598892,80,3,3,2,11500,144,15089,1,24288,cron,1,,,422,375,11 500
realty-15755049,15755049,45,1,1,0,7000,156,15087,1,24288,cron,1,,,257,228,7 000
realty-12504219,12504219,65,3,9,5,9000,138,15091,1,24288,cron,1,,,330,293,9 000
realty-12342947,12342947,48,2,4,2,7000,146,15091,1,24288,cron,1,,,257,228,7 000
realty-12623106,12623106,72,3,8,5,9500,132,15091,1,24288,cron,1,,,349,310,9 500
realty-12626278,12626278,84,3,9,3,9000,107,15092,1,24288,cron,1,,,330,293,9 000
realty-12854925,12854925,87,3,6,4,10500,121,15088,1,24288,cron,1,,,385,342,10 500
realty-12440831,12440831,74,3,10,4,8000,108,15749,1,24288,cron,1,23.977781433470867,49.840122077279155,294,261,8 000
realty-15754985,15754985,39,1,9,5,6500,167,15091,1,24288,cron,1,,,239,212,6 500
realty-12730789,12730789,72,3,9,5,9500,132,15091,1,24288,cron,1,,,349,310,9 500
realty-12765994,12765994,38,1,13,3,6500,,15090,1,24288,cron,1,,,239,212,6 500
realty-12766058,12766058,67,3,3,3,10000,149,15089,1,24288,cron,1,,,367,326,10 000
realty-12460243,12460243,48,2,5,1,7600,,0,1,24288,cron,1,,,279,248,7 600
realty-12683500,12683500,47,2,4,2,8000,170,15087,1,24288,cron,1,,,294,261,8 000
realty-16469808,16469808,50,1,10,7,11000,220,15092,0,,,,24.018922121689,49.859498816554,404,359,11 000
realty-17341865,17341865,47,1,10,3,9000,191,15089,0,,,,24.057103,49.821088,330,293,9 000
realty-17341511,17341511,70,3,5,2,500,7,15767,0,,,,24.0438066,49.8112454,500,444,13 624
realty-17341099,17341099,48,2,3,3,7500,156,15087,1,25601,,,,,275,244,7 500
realty-17340885,17340885,65,2,5,3,6500,100,0,0,,,,,,239,212,6 500
realty-14844834,14844834,80,3,2,2,7500,94,15091,0,,cron,1,,,275,244,7 500
realty-15769941,15769941,45,1,12,7,9000,200,15091,1,27930,admin,14,,,330,293,9 000
realty-15767064,15767064,45,1,9,7,8400,187,15091,1,27930,admin,14,,,308,274,8 400
realty-15752219,15752219,49,1,4,2,9700,198,15092,1,27930,admin,14,,,356,316,9 700
realty-15788012,15788012,52,2,4,2,500,10,15087,1,27930,admin,14,,,500,444,13 624
realty-15774852,15774852,63,2,4,2,8400,133,15088,1,27930,admin,14,,,308,274,8 400
realty-15775090,15775090,48,2,9,9,7000,146,15091,1,27930,admin,14,,,257,228,7 000
realty-15658208,15658208,60,3,6,6,500,8,15091,1,27930,admin,14,,,500,444,13 624
realty-15752510,15752510,43,1,12,1,7800,181,15091,1,27930,admin,14,,,286,254,7 800
realty-15776456,15776456,45,2,10,8,9000,200,15091,1,27930,admin,14,,,330,293,9 000
realty-15776438,15776438,54,2,5,3,8000,148,15092,1,27930,admin,14,,,294,261,8 000
realty-15767140,15767140,45,1,9,4,8500,189,15091,1,27930,admin,14,,,312,277,8 500
realty-15772288,15772288,35,1,4,1,6500,186,15088,1,27930,admin,14,,,239,212,6 500
realty-15773902,15773902,52,2,5,1,6500,125,15088,1,27930,admin,14,,,239,212,6 500
realty-15771359,15771359,32,1,5,5,8000,250,15091,1,27930,admin,14,,,294,261,8 000
realty-15774005,15774005,80,2,9,2,10500,131,15091,1,27930,admin,14,,,385,342,10 500
realty-15774877,15774877,48,2,9,9,7000,146,15090,1,27930,admin,14,,,257,228,7 000
realty-15770671,15770671,34,1,5,4,6500,191,15089,1,27930,admin,14,,,239,212,6 500
realty-15761789,15761789,33,1,2,2,7500,227,15088,1,27930,admin,14,,,275,244,7 500
realty-15770007,15770007,48,1,12,3,400,8,15092,1,27930,admin,14,,,400,355,10 899
realty-15770956,15770956,34,1,9,3,7000,206,15092,1,27930,admin,14,,,257,228,7 000
realty-15771535,15771535,55,1,5,2,8700,158,15090,1,27930,admin,14,,,319,284,8 700
realty-15767412,15767412,30,1,5,2,7500,250,15087,1,27930,admin,14,,,275,244,7 500
realty-15767500,15767500,34,1,3,1,7200,212,15087,1,27930,admin,14,,,264,235,7 200
realty-15754847,15754847,30,1,5,2,7500,250,15088,1,27930,admin,14,,,275,244,7 500
realty-15771523,15771523,50,1,10,3,9000,180,15090,1,27930,admin,14,,,330,293,9 000
realty-15752255,15752255,25,1,5,3,7000,280,15088,1,27930,admin,14,,,257,228,7 000
realty-15752476,15752476,32,1,3,1,7800,244,15089,1,27930,admin,14,,,286,254,7 800
realty-15770644,15770644,30,1,3,3,8000,267,15087,1,27930,admin,14,,,294,261,8 000
realty-15771259,15771259,35,1,5,5,7000,200,15088,1,27930,admin,14,,,257,228,7 000
realty-15770262,15770262,36,1,5,2,7900,219,15090,1,27930,admin,14,,,290,258,7 900
realty-15770280,15770280,53,1,11,7,400,8,15092,1,27930,admin,14,,,400,355,10 899
realty-15770683,15770683,30,1,9,7,6000,200,15089,1,27930,admin,14,,,220,196,6 000
realty-15771511,15771511,37,1,3,2,7000,189,15088,1,27930,admin,14,,,257,228,7 000
realty-15752944,15752944,69,2,9,7,8100,117,15087,1,27930,admin,14,,,297,264,8 100
realty-15770299,15770299,32,1,5,4,7800,244,15088,1,27930,admin,14,,,286,254,7 800
realty-15752265,15752265,33,1,4,2,7000,212,7495,1,27930,admin,14,,,257,228,7 000
realty-15770630,15770630,47,1,10,1,8000,170,15092,1,27930,admin,14,,,294,261,8 000
realty-15772268,15772268,50,1,8,4,450,9,15088,1,27930,admin,14,,,450,400,12 262
realty-15841129,15841129,63,3,4,2,8700,138,15087,1,27930,admin,14,,,319,284,8 700
realty-15737263,15737263,40,1,10,3,400,10,15091,1,27930,admin,14,,,400,355,10 899
realty-15902465,15902465,48,2,9,9,7500,156,15090,1,27930,admin,14,,,275,244,7 500
realty-15660908,15660908,32,1,3,1,8000,250,15087,1,27930,admin,14,,,294,261,8 000
realty-15849499,15849499,56,2,4,4,400,7,15087,1,27930,admin,14,,,400,355,10 899
realty-15902458,15902458,86,2,4,1,300,3,7494,1,27930,admin,14,,,300,266,8 174
realty-15849382,15849382,33,1,5,1,8000,242,15090,1,27930,admin,14,,,294,261,8 000
realty-15841010,15841010,70,3,3,2,700,10,15087,1,27930,admin,14,,,700,622,19 074
realty-15841258,15841258,76,5,9,9,650,9,15091,1,27930,admin,14,,,650,577,17 711
realty-15849524,15849524,122,4,4,2,11000,90,15088,1,27930,admin,14,,,404,359,11 000
realty-15840963,15840963,68,3,3,3,650,10,15089,1,27930,admin,14,,,650,577,17 711
realty-15841143,15841143,61,3,4,3,11000,180,15087,1,27930,admin,14,,,404,359,11 000
realty-15841183,15841183,60,3,9,4,9000,150,15089,1,27930,admin,14,,,330,293,9 000
realty-15830276,15830276,54,2,9,6,11000,204,15091,1,27930,admin,14,,,404,359,11 000
realty-15841103,15841103,64,3,4,4,8500,133,15091,1,27930,admin,14,,,312,277,8 500
realty-15849238,15849238,80,2,6,6,600,8,15091,1,27930,admin,14,,,600,533,16 349
realty-15841079,15841079,66,3,3,3,12000,182,15087,1,27930,admin,14,,,440,391,12 000
realty-15826791,15826791,53,2,10,5,500,9,15092,1,27930,admin,14,,,500,444,13 624
realty-15840950,15840950,65,3,3,3,13000,200,15088,1,27930,admin,14,,,477,424,13 000
realty-15840981,15840981,69,3,3,2,9000,130,15087,1,27930,admin,14,,,330,293,9 000
realty-15840992,15840992,67,3,3,3,14000,209,15091,1,27930,admin,14,,,514,456,14 000
realty-15841180,15841180,68,3,6,6,12000,176,15088,1,27930,admin,14,,,440,391,12 000
realty-15841088,15841088,63,3,3,2,11000,175,15087,1,27930,admin,14,,,404,359,11 000
realty-15841209,15841209,75,5,4,4,600,8,15087,1,27930,admin,14,,,600,533,16 349
realty-15826736,15826736,56,2,10,4,400,7,15091,1,27930,admin,14,,,400,355,10 899
realty-15796591,15796591,23,1,9,2,7000,304,15091,1,27930,admin,14,,,257,228,7 000
realty-15830438,15830438,45,2,9,4,8000,178,15090,1,27930,admin,14,,,294,261,8 000
realty-15830413,15830413,49,2,9,4,7500,153,15090,1,27930,admin,14,,,275,244,7 500
realty-15800927,15800927,42,1,9,5,400,10,15088,1,27930,admin,14,,,400,355,10 899
realty-15840909,15840909,68,3,10,4,500,7,15091,1,27930,admin,14,,,500,444,13 624
realty-15841021,15841021,72,3,12,9,650,9,15092,1,27930,admin,14,,,650,577,17 711
realty-15841119,15841119,68,3,3,3,9000,132,15087,1,27930,admin,14,,,330,293,9 000
realty-15801357,15801357,28,1,9,4,7000,250,15090,1,27930,admin,14,,,257,228,7 000
realty-15830781,15830781,57,2,3,3,9000,158,15088,1,27930,admin,14,,,330,293,9 000
realty-15830778,15830778,51,2,9,2,7000,137,15090,1,27930,admin,14,,,257,228,7 000
realty-15827025,15827025,56,2,10,7,11000,196,15088,1,27930,admin,14,,,404,359,11 000
realty-15797323,15797323,28,1,4,3,7000,250,15091,1,27930,admin,14,,,257,228,7 000
realty-15797703,15797703,31,1,5,3,6500,210,15088,1,27930,admin,14,,,239,212,6 500
realty-15800891,15800891,41,1,10,2,8000,195,15091,1,27930,admin,14,,,294,261,8 000
realty-15802842,15802842,37,1,10,4,7000,189,15092,1,27930,admin,14,,,257,228,7 000
realty-15802806,15802806,37,1,9,4,8500,230,15092,1,27930,admin,14,,,312,277,8 500
realty-15840988,15840988,70,3,9,2,13000,186,15091,1,27930,admin,14,,,477,424,13 000
realty-15797563,15797563,35,1,3,1,8500,243,15087,1,27930,admin,14,,,312,277,8 500
realty-15826348,15826348,47,2,3,3,8500,181,15087,1,27930,admin,14,,,312,277,8 500
realty-15797430,15797430,32,1,9,5,8000,250,15092,1,27930,admin,14,,,294,261,8 000
realty-15674674,15674674,47,2,4,2,11000,234,15092,1,27930,admin,14,,,404,359,11 000
realty-15801020,15801020,41,1,9,8,9000,220,15092,1,27930,admin,14,,,330,293,9 000
realty-15666403,15666403,56,2,5,4,8300,148,15092,1,27930,admin,14,,,305,271,8 300
realty-15802653,15802653,38,1,9,6,8500,224,15090,1,27930,admin,14,,,312,277,8 500
realty-15808682,15808682,51,2,14,9,7500,147,15092,1,27930,admin,14,,,275,244,7 500
realty-15776410,15776410,40,2,2,2,7500,188,15087,1,27930,admin,14,,,275,244,7 500
realty-15802784,15802784,30,1,3,1,7600,253,15087,1,27930,admin,14,,,279,248,7 600
realty-15789088,15789088,100,3,9,5,550,6,15091,1,27930,admin,14,,,550,489,14 986
realty-15789184,15789184,183,4,10,9,10000,55,15091,1,27930,admin,14,,,367,326,10 000
realty-15800966,15800966,44,1,9,7,10000,227,15092,1,27930,admin,14,,,367,326,10 000
realty-15802777,15802777,29,1,3,1,8200,283,15087,1,27930,admin,14,,,301,267,8 200
realty-15826359,15826359,46,2,3,1,8000,174,15087,1,27930,admin,14,,,294,261,8 000
realty-15797045,15797045,29,1,10,10,6500,224,15090,1,27930,admin,14,,,239,212,6 500
realty-15789138,15789138,60,3,5,3,8000,133,15090,1,27930,admin,14,,,294,261,8 000
realty-15802846,15802846,43,1,10,5,11000,256,15092,1,27930,admin,14,,,404,359,11 000
realty-15674391,15674391,49,2,10,9,7700,157,15090,1,27930,admin,14,,,283,251,7 700
realty-15788449,15788449,60,2,2,2,11000,183,15091,1,27930,admin,14,,,404,359,11 000
realty-15770938,15770938,46,1,4,3,9000,196,15087,1,27930,admin,14,,,330,293,9 000
realty-15789078,15789078,120,3,5,2,700,6,15087,1,27930,admin,14,,,700,622,19 074
realty-15776341,15776341,58,2,2,1,8000,138,15089,1,27930,admin,14,,,294,261,8 000
realty-15789130,15789130,90,3,11,10,13000,144,15090,1,27930,admin,14,,,477,424,13 000
realty-15789169,15789169,179,5,5,5,1300,7,15087,1,27930,admin,14,,,1 300,1 155,35 422
realty-15788950,15788950,120,3,14,7,1000,8,15092,1,27930,admin,14,,,1 000,888,27 248
realty-15797398,15797398,32,1,3,2,7000,219,15088,1,27930,admin,14,,,257,228,7 000
realty-15673296,15673296,65,2,9,8,12000,185,15088,1,27930,admin,14,,,440,391,12 000
realty-15674364,15674364,50,2,4,2,10000,200,15087,1,27930,admin,14,,,367,326,10 000
realty-15788835,15788835,65,3,5,4,350,5,15091,1,27930,admin,14,,,350,311,9 537
realty-15788821,15788821,103,3,10,10,1000,10,15087,1,27930,admin,14,,,1 000,888,27 248
realty-15737205,15737205,70,2,6,5,650,9,15091,1,27930,admin,14,,,650,577,17 711
realty-15789150,15789150,90,3,13,13,1000,11,15092,1,27930,admin,14,,,1 000,888,27 248
realty-15788740,15788740,78,3,4,4,380,5,15091,1,27930,admin,14,,,380,338,10 354
realty-15770068,15770068,50,1,9,2,8500,170,15087,1,27930,admin,14,,,312,277,8 500
realty-15737295,15737295,144,4,8,6,1400,10,15087,1,27930,admin,14,,,1 400,1 244,38 147
realty-15688043,15688043,45,2,5,1,9500,211,15087,1,27930,admin,14,,,349,310,9 500
realty-15688109,15688109,72,2,5,5,400,6,15092,1,27930,admin,14,,,400,355,10 899
realty-15656270,15656270,25,1,4,1,6000,240,15087,1,27930,admin,14,,,220,196,6 000
realty-15662390,15662390,43,1,12,1,8000,186,15091,1,27930,admin,14,,,294,261,8 000
realty-15644992,15644992,37,1,9,3,6000,162,15091,1,27930,admin,14,,,220,196,6 000
realty-15673368,15673368,83,2,10,5,9000,108,15092,1,27930,admin,14,,,330,293,9 000
realty-15688451,15688451,78,2,3,1,10000,128,15087,1,27930,admin,14,,,367,326,10 000
realty-15660889,15660889,48,1,10,1,8800,183,15092,1,27930,admin,14,,,323,287,8 800
realty-15660973,15660973,40,1,4,1,260,7,15088,1,27930,admin,14,,,260,231,7 084
realty-15665884,15665884,70,2,10,2,400,6,15088,1,27930,admin,14,,,400,355,10 899
realty-15660965,15660965,44,1,5,4,8000,182,15089,1,27930,admin,14,,,294,261,8 000
realty-15673444,15673444,67,2,10,6,13000,194,15091,1,27930,admin,14,,,477,424,13 000
realty-15665766,15665766,69,2,9,7,8200,119,15090,1,27930,admin,14,,,301,267,8 200
realty-15674680,15674680,68,2,11,9,450,7,15090,1,27930,admin,14,,,450,400,12 262
realty-15737166,15737166,150,3,3,3,1800,12,15087,1,27930,admin,14,,,1 800,1 599,49 046
realty-15673321,15673321,68,2,11,9,9000,132,15092,1,27930,admin,14,,,330,293,9 000
realty-15673272,15673272,65,2,11,7,400,6,15088,1,27930,admin,14,,,400,355,10 899
realty-15669819,15669819,46,2,3,1,7800,170,15089,1,27930,admin,14,,,286,254,7 800
realty-15655146,15655146,29,1,4,2,6200,214,15087,1,27930,admin,14,,,228,202,6 200
realty-15658242,15658242,45,2,9,4,8500,189,15088,1,27930,admin,14,,,312,277,8 500
realty-17035291,17035291,35,1,9,4,6500,186,15092,1,28200,,,,,239,212,6 500
realty-17340200,17340200,98.7,3,5,1,400,4,15091,0,,,,24.0000103,49.8223292,400,355,10 899
realty-17340090,17340090,47,2,1,1,6200,132,17765,0,,,,23.9681747,49.8267471,228,202,6 200
realty-17339776,17339776,65,3,3,2,700,11,15087,0,,,,24.0247191,49.8491833,700,622,19 074
realty-17336847,17336847,55,2,9,4,9000,164,17781,0,,,,24.0082578,49.8190568,330,293,9 000
realty-17339504,17339504,32,1,3,2,5200,163,15087,0,,,,,,191,170,5 200
realty-17338902,17338902,32,1,9,8,5000,156,15091,0,,,,,,184,163,5 000
realty-17338796,17338796,43,1,5,1,6000,140,15088,0,,,,,,220,196,6 000
realty-12799441,12799441,57,3,5,3,7500,132,15089,0,,cron,,,,275,244,7 500
realty-17338430,17338430,53,2,5,3,8500,160,15091,1,24879,,,23.9952501,49.8309174,312,277,8 500
realty-17338389,17338389,75,3,5,2,6500,87,15088,0,,,,,,239,212,6 500
realty-17338226,17338226,45,2,3,3,300,7,15088,0,,,,23.9968741,49.834206,300,266,8 174
realty-17115749,17115749,65,2,10,6,360,6,15091,1,28200,,,,,360,320,9 809
realty-12418171,12418171,45,2,3,2,7000,,0,1,24288,cron,1,,,257,228,7 000
realty-12418106,12418106,54,2,4,3,6500,120,15087,1,24288,cron,1,,,239,212,6 500
realty-15775733,15775733,69,2,11,7,500,7,15091,1,27930,admin,14,,,500,444,13 624
realty-15754263,15754263,50,2,10,10,7700,154,15089,1,27930,admin,14,,,283,251,7 700
realty-15762277,15762277,24,1,3,2,7700,321,15091,1,27930,admin,14,,,283,251,7 700
realty-15770903,15770903,42,1,8,2,9000,214,15090,1,27930,admin,14,,,330,293,9 000
realty-15772257,15772257,36,1,9,8,8000,222,15088,1,27930,admin,14,,,294,261,8 000
realty-15666137,15666137,56,2,4,2,350,6,15087,1,27930,admin,14,,,350,311,9 537
realty-15775468,15775468,77,2,7,5,500,6,15092,1,27930,admin,14,,,500,444,13 624
realty-15666389,15666389,50,2,4,4,8400,168,15087,1,27930,admin,14,,,308,274,8 400
realty-15770708,15770708,42,1,7,7,8500,202,15092,1,27930,admin,14,,,312,277,8 500
realty-15775517,15775517,66,2,10,9,11500,174,15087,1,27930,admin,14,,,422,375,11 500
realty-15767563,15767563,20,1,4,2,8700,435,15087,1,27930,admin,14,,,319,284,8 700
realty-15666172,15666172,40,2,5,1,7300,183,15090,1,27930,admin,14,,,268,238,7 300
realty-15752750,15752750,25,1,5,1,6200,248,15092,1,27930,admin,14,,,228,202,6 200
realty-15775727,15775727,60,2,4,4,8000,133,15087,1,27930,admin,14,,,294,261,8 000
realty-15761849,15761849,40,1,10,4,8700,218,15092,1,27930,admin,14,,,319,284,8 700
realty-17106598,17106598,68,2,10,3,9500,140,0,1,28200,,,23.9966995,49.8446075,349,310,9 500
realty-17337189,17337189,40,1,9,8,4500,113,15092,1,25601,,,,,165,147,4 500
realty-17337162,17337162,65,3,9,8,5200,80,15090,1,25601,,,,,191,170,5 200
realty-17337126,17337126,20,1,3,1,3500,175,15089,0,,,,,,128,114,3 500
realty-16962515,16962515,41,1,4,4,500,12,15087,0,,cron,1,24.028294601852,49.839660226019,500,444,13 624
realty-17337091,17337091,31,1,5,4,4500,145,15088,0,,,,,,165,147,4 500
realty-17003321,17003321,75,3,4,1,700,9,15089,0,,cron,1,24.039900862566,49.835263379948,700,622,19 074
realty-17336816,17336816,75,3,9,2,7000,93,15092,0,,,,,,257,228,7 000
realty-16820719,16820719,63,3,9,3,6700,106,15092,0,,cron,,,,246,218,6 700
realty-17336478,17336478,70,2,4,4,8500,121,0,0,,,,,,312,277,8 500
realty-17108706,17108706,25,1,3,1,11000,440,15087,0,,cron,1,24.02462,49.8389447,404,359,11 000
realty-17335377,17335377,102,3,12,9,600,6,15088,0,,,,24.0085145,49.8447888,600,533,16 349
realty-17333671,17333671,70,3,11,2,10000,143,15777,1,24021,,,,,367,326,10 000
realty-16800523,16800523,38,1,9,9,4000,105,15091,0,,cron,,23.994679378265,49.804661626143,147,130,4 000
realty-17332740,17332740,18,1,9,4,4700,261,15092,0,,,,24.02940798550844,49.86173541237715,172,153,4 700
realty-15857545,15857545,66,3,9,2,9500,144,15091,1,27930,admin,14,,,349,310,9 500
realty-15857827,15857827,65,2,10,4,11000,169,15091,1,27930,admin,14,,,404,359,11 000
realty-15857770,15857770,54,2,11,4,400,7,15091,1,27930,admin,14,,,400,355,10 899
realty-15857787,15857787,46,2,10,10,9300,202,15091,1,27930,admin,14,,,341,303,9 300
realty-15857844,15857844,69,2,10,8,550,8,15091,1,27930,admin,14,,,550,489,14 986
realty-15857164,15857164,35,1,9,1,8000,229,15092,1,27930,admin,14,,,294,261,8 000
realty-15853660,15853660,69,3,9,9,400,6,15090,1,27930,admin,14,,,400,355,10 899
realty-15853797,15853797,60,2,5,2,7000,117,15087,1,27930,admin,14,,,257,228,7 000
realty-15902520,15902520,49,2,9,2,8800,180,15091,1,27930,admin,14,,,323,287,8 800
realty-15857818,15857818,62,2,9,9,13000,210,15091,1,27930,admin,14,,,477,424,13 000
realty-15897819,15897819,40,1,9,2,400,10,15090,1,27930,admin,14,,,400,355,10 899
realty-15857347,15857347,142,4,5,5,700,5,15088,1,27930,admin,14,,,700,622,19 074
realty-15898807,15898807,76,2,5,4,450,6,15088,1,27930,admin,14,,,450,400,12 262
realty-15857148,15857148,74,2,3,3,550,7,15087,1,27930,admin,14,,,550,489,14 986
realty-15857201,15857201,40,2,4,3,400,10,15087,1,27930,admin,14,,,400,355,10 899
realty-15866236,15866236,49,2,3,3,10500,214,15087,1,27930,admin,14,,,385,342,10 500
realty-15889275,15889275,122,4,6,6,1400,11,15087,1,27930,admin,14,,,1 400,1 244,38 147
realty-15902514,15902514,48,2,9,9,7800,163,15091,1,27930,admin,14,,,286,254,7 800
realty-15865873,15865873,49,2,9,5,8700,178,15092,1,27930,admin,14,,,319,284,8 700
realty-15897903,15897903,50,2,9,3,8000,160,15089,1,27930,admin,14,,,294,261,8 000
realty-15858029,15858029,34,1,4,4,10000,294,15087,1,27930,admin,14,,,367,326,10 000
realty-15858073,15858073,42,2,3,3,10000,238,15087,1,27930,admin,14,,,367,326,10 000
realty-15865451,15865451,34,1,9,9,7700,226,15090,1,27930,admin,14,,,283,251,7 700
realty-15865886,15865886,53,2,9,5,8800,166,15092,1,27930,admin,14,,,323,287,8 800
realty-15858009,15858009,31,1,10,6,8000,258,15091,1,27930,admin,14,,,294,261,8 000
realty-15858100,15858100,28,1,4,2,8200,293,15089,1,27930,admin,14,,,301,267,8 200
realty-15858056,15858056,48,2,4,3,400,8,15092,1,27930,admin,14,,,400,355,10 899
realty-15857966,15857966,52,2,6,3,450,9,15087,1,27930,admin,14,,,450,400,12 262
realty-15858064,15858064,51,2,10,7,550,11,15092,1,27930,admin,14,,,550,489,14 986
realty-15858083,15858083,78,4,3,3,800,10,15087,1,27930,admin,14,,,800,711,21 798
realty-15857882,15857882,37,1,3,3,10000,270,15087,1,27930,admin,14,,,367,326,10 000
realty-15853308,15853308,150,5,4,4,2000,13,15087,1,27930,admin,14,,,2 000,1 777,54 496
realty-15853478,15853478,31,1,6,5,270,9,15090,1,27930,admin,14,,,270,240,7 357
realty-15857982,15857982,66,3,4,2,450,7,15087,1,27930,admin,14,,,450,400,12 262
realty-15853434,15853434,80,2,3,1,400,5,15087,1,27930,admin,14,,,400,355,10 899
realty-15853495,15853495,35,2,9,9,6000,171,15090,1,27930,admin,14,,,220,196,6 000
realty-15858038,15858038,45,2,3,2,10900,242,15087,1,27930,admin,14,,,400,355,10 900
realty-15857851,15857851,46,2,2,2,500,11,15087,1,27930,admin,14,,,500,444,13 624
realty-15853584,15853584,77,3,5,5,500,6,15091,1,27930,admin,14,,,500,444,13 624
realty-15849430,15849430,70,3,4,2,500,7,15091,1,27930,admin,14,,,500,444,13 624
realty-15853570,15853570,30,1,6,5,7400,247,15090,1,27930,admin,14,,,272,241,7 400
realty-15853413,15853413,36,2,3,1,9000,250,15087,1,27930,admin,14,,,330,293,9 000
realty-15853518,15853518,34,2,9,8,6500,191,15090,1,27930,admin,14,,,239,212,6 500
realty-15853086,15853086,46,2,3,3,450,10,15087,1,27930,admin,14,,,450,400,12 262
realty-15849508,15849508,53,2,4,3,450,8,15089,1,27930,admin,14,,,450,400,12 262
realty-15849201,15849201,42,2,5,2,8000,190,15091,1,27930,admin,14,,,294,261,8 000
realty-15849344,15849344,48,2,9,8,8200,171,15088,1,27930,admin,14,,,301,267,8 200
realty-15849223,15849223,37,1,10,5,9000,243,15092,1,27930,admin,14,,,330,293,9 000
realty-15849183,15849183,72,4,3,3,1500,21,15087,1,27930,admin,14,,,1 500,1 332,40 872
realty-15849652,15849652,52,2,4,2,9500,183,15088,1,27930,admin,14,,,349,310,9 500
realty-15849400,15849400,67,3,3,3,500,7,15091,1,27930,admin,14,,,500,444,13 624
realty-15796494,15796494,32,1,3,2,8000,250,15087,1,27930,admin,14,,,294,261,8 000
realty-15797548,15797548,37,1,3,3,400,11,15087,1,27930,admin,14,,,400,355,10 899
realty-15853061,15853061,34,1,4,2,8800,259,15087,1,27930,admin,14,,,323,287,8 800
realty-15776139,15776139,55,2,3,1,10000,182,15087,1,27930,admin,14,,,367,326,10 000
realty-15849637,15849637,60,2,4,4,9800,163,15088,1,27930,admin,14,,,360,319,9 800
realty-15849663,15849663,50,2,4,2,10000,200,15087,1,27930,admin,14,,,367,326,10 000
realty-15776345,15776345,47,2,3,1,500,11,15089,1,27930,admin,14,,,500,444,13 624
realty-15797447,15797447,28,1,9,1,6000,214,15092,1,27930,admin,14,,,220,196,6 000
realty-15849628,15849628,65,3,4,4,10000,154,15088,1,27930,admin,14,,,367,326,10 000
realty-15849076,15849076,69,3,3,1,12000,174,15087,1,27930,admin,14,,,440,391,12 000
realty-15841071,15841071,65,3,3,2,8000,123,15087,1,27930,admin,14,,,294,261,8 000
realty-15840934,15840934,70,3,8,3,700,10,15091,1,27930,admin,14,,,700,622,19 074
realty-15849323,15849323,46,2,9,2,7500,163,15090,1,27930,admin,14,,,275,244,7 500
realty-15779114,15779114,68,2,9,6,8600,126,15090,1,27930,admin,14,,,316,280,8 600
realty-15779016,15779016,63,2,2,1,7500,119,15088,1,27930,admin,14,,,275,244,7 500
realty-15841276,15841276,74,4,3,3,10000,135,15090,1,27930,admin,14,,,367,326,10 000
realty-15776073,15776073,65,2,10,6,11000,169,15087,1,27930,admin,14,,,404,359,11 000
realty-15779046,15779046,50,2,11,11,9600,192,15091,1,27930,admin,14,,,352,313,9 600
realty-15802815,15802815,33,1,9,3,200,6,15091,1,27930,admin,14,,,200,178,5 450
realty-15841053,15841053,69,3,3,3,500,7,15087,1,27930,admin,14,,,500,444,13 624
realty-15801138,15801138,26,1,3,1,8000,308,15087,1,27930,admin,14,,,294,261,8 000
realty-15822413,15822413,54,2,9,5,8000,148,15092,1,27930,admin,14,,,8 000,7 106,217 984
realty-15752384,15752384,53,1,16,13,7800,147,15088,1,27930,admin,14,,,286,254,7 800
realty-15666085,15666085,50,2,10,7,10000,200,15090,1,27930,admin,14,,,367,326,10 000
realty-15770865,15770865,43,1,3,1,8200,191,15089,1,27930,admin,14,,,301,267,8 200
realty-15800944,15800944,40,1,13,8,9000,225,15091,1,27930,admin,14,,,330,293,9 000
realty-15775521,15775521,65,2,9,5,10000,154,15090,1,27930,admin,14,,,367,326,10 000
realty-15775555,15775555,52,2,9,2,7700,148,15090,1,27930,admin,14,,,283,251,7 700
realty-15771020,15771020,30,1,3,2,8300,277,15087,1,27930,admin,14,,,305,271,8 300
realty-15775636,15775636,56,2,4,2,9000,161,15087,1,27930,admin,14,,,330,293,9 000
realty-15770969,15770969,50,1,9,3,8000,160,15092,1,27930,admin,14,,,294,261,8 000
realty-15774065,15774065,54,2,3,2,500,9,15087,1,27930,admin,14,,,500,444,13 624
realty-17028561,17028561,90,3,10,10,10000,111,15090,1,28200,,,,,367,326,10 000
realty-16855868,16855868,45,1,9,7,9000,200,15090,1,24288,,,,,330,293,9 000
realty-16180952,16180952,94,2,6,2,9000,96,15092,1,24288,cron,1,,,330,293,9 000
realty-16187617,16187617,44,1,4,1,8000,182,15087,1,24288,cron,1,,,294,261,8 000
